시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,등기일자,거래유형,중개사소재지
서울특별시 강남구 개포동,651-1,0651,0001,개포더샵트리에,105.8064,202306,29,"       240,000",8,2021,개포로 311,, ,중개거래,"서울 강남구, 서울 송파구"
서울특별시 강남구 개포동,1282,1282,0000,개포래미안포레스트,84.83,202306,1,"       234,000",2,2020,개포로 264,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0000,개포래미안포레스트,84.86,202306,3,"       233,500",3,2020,개포로 264,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0000,개포래미안포레스트,74.66,202306,6,"       220,000",24,2020,개포로 264,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0000,개포래미안포레스트,84.83,202306,7,"       238,000",4,2020,개포로 264,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0000,개포래미안포레스트,49.92,202306,8,"       154,000",7,2020,개포로 264,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0000,개포래미안포레스트,74.66,202306,8,"       219,000",17,2020,개포로 264,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0000,개포래미안포레스트,49.92,202306,13,"       160,000",8,2020,개포로 264,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0000,개포래미안포레스트,59.92,202306,14,"       184,000",7,2020,개포로 264,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0000,개포래미안포레스트,59.92,202306,19,"       183,000",16,2020,개포로 264,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0000,개포래미안포레스트,49.92,202306,19,"       150,000",10,2020,개포로 264,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0000,개포래미안포레스트,59.92,202306,21,"       185,000",6,2020,개포로 264,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282,0000,개포래미안포레스트,84.86,202306,26,"       243,000",13,2020,개포로 264,, ,중개거래,서울 동작구
서울특별시 강남구 개포동,1282,1282,0000,개포래미안포레스트,49.92,202306,30,"       161,000",14,2020,개포로 264,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,189,0189,0000,개포자이프레지던스,78.33,202306,30,"       279,250",9,2023,삼성로 14,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,185,0185,0000,개포주공6단지,60.13,202306,9,"       190,000",13,1983,개포로 516,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,185,0185,0000,개포주공6단지,60.13,202306,9,"       197,000",12,1983,개포로 516,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,185,0185,0000,개포주공6단지,83.21,202306,15,"       249,500",1,1983,개포로 516,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,185,0185,0000,개포주공7단지,83.7,202306,7,"       239,500",1,1983,개포로 516,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,185,0185,0000,개포주공7단지,60.76,202306,14,"       195,000",12,1983,개포로 516,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,649,0649,0000,경남2차,149.21,202306,12,"       284,000",15,1984,언주로 110,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,138,0138,0000,디에이치아너힐즈,84.3558,202306,4,"       297,000",9,2019,삼성로 11,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,138,0138,0000,디에이치아너힐즈,76.1709,202306,12,"       262,000",13,2019,삼성로 11,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,138,0138,0000,디에이치아너힐즈,84.3558,202306,24,"       275,000",11,2019,삼성로 11,, ,중개거래,"경기 수원영통구, 서울 강남구"
서울특별시 강남구 개포동,138,0138,0000,디에이치아너힐즈,59.7479,202306,27,"       205,000",4,2019,삼성로 11,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280,0000,래미안블레스티지,59.967,202306,1,"       195,500",8,2019,선릉로 8,,20230802,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280,0000,래미안블레스티지,59.967,202306,8,"       190,000",6,2019,선릉로 8,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280,0000,래미안블레스티지,84.94,202306,12,"       270,000",26,2019,선릉로 8,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280,0000,래미안블레스티지,84.943,202306,13,"       265,000",18,2019,선릉로 8,, ,중개거래,"서울 강남구, 서울 송파구"
서울특별시 강남구 개포동,1280,1280,0000,래미안블레스티지,84.943,202306,13,"       270,000",11,2019,선릉로 8,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280,0000,래미안블레스티지,84.943,202306,14,"       270,000",10,2019,선릉로 8,, ,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 개포동,1280,1280,0000,래미안블레스티지,59.888,202306,17,"       187,000",2,2019,선릉로 8,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280,0000,래미안블레스티지,49.909,202306,18,"       160,000",7,2019,선릉로 8,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280,0000,래미안블레스티지,99.991,202306,26,"       326,500",17,2019,선릉로 8,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,삼익대청아파트,51.12,202306,1,"       122,000",1,1992,개포로109길 21,,20230804,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,삼익대청아파트,60,202306,10,"       154,000",10,1992,개포로109길 21,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,삼익대청아파트,51.12,202306,17,"       129,000",4,1992,개포로109길 21,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,삼익대청아파트,51.12,202306,17,"       135,000",12,1992,개포로109길 21,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,삼익대청아파트,39.53,202306,23,"       115,000",14,1992,개포로109길 21,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,삼익대청아파트,60,202306,28,"       103,000",11,1992,개포로109길 21,,20230707,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,삼익대청아파트,39.53,202306,29,"       111,000",2,1992,개포로109길 21,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,성원대치2단지아파트,39.53,202306,1,"       110,000",15,1992,개포로109길 9,,20230731,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,성원대치2단지아파트,39.53,202306,1,"       110,000",15,1992,개포로109길 9,20230727, ,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,성원대치2단지아파트,39.53,202306,2,"       106,000",2,1992,개포로109길 9,,20230621,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,성원대치2단지아파트,39.53,202306,6,"       113,000",15,1992,개포로109길 9,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,성원대치2단지아파트,49.86,202306,10,"       129,700",15,1992,개포로109길 9,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,성원대치2단지아파트,39.53,202306,11,"       115,000",11,1992,개포로109길 9,,20230731,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,성원대치2단지아파트,33.18,202306,20,"        97,000",15,1992,개포로109길 9,, ,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,성원대치2단지아파트,39.53,202306,22,"       113,000",15,1992,개포로109길 9,,20230804,중개거래,서울 강남구
서울특별시 강남구 개포동,12,0012,0000,성원대치2단지아파트,39.53,202306,24,"       117,000",14,1992,개포로109길 9,, ,중개거래,서울 강남구
서울특별시 강남구 논현동,195-1,0195,0001,e-편한세상,84.9876,202306,5,"       129,000",9,2005,봉은사로11길 12,,20230724,중개거래,서울 강남구
서울특별시 강남구 논현동,105,0105,0000,동현아파트1~6,84.92,202306,27,"       204,000",11,1985,언주로146길 18,, ,중개거래,서울 강남구
서울특별시 강남구 논현동,22,0022,0000,신동아(22),35.73,202306,5,"        90,000",10,1997,강남대로146길 28,,20230717,중개거래,서울 강남구
서울특별시 강남구 논현동,108-2,0108,0002,제이빌,31.22,202306,16,"        37,500",5,2004,학동로43길 30,, ,중개거래,서울 강남구
서울특별시 강남구 논현동,62-3,0062,0003,"청학아파트에이동,비동,씨동",85.12,202306,15,"       140,000",4,1976,도산대로 232,,20230718,중개거래,서울 강남구
서울특별시 강남구 대치동,503,0503,0000,개포우성1,158.54,202306,2,"       428,000",3,1983,선릉로 120,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,500,0500,0000,개포우성2,84.69,202306,24,"       275,000",1,1984,선릉로 120,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,1014-3,1014,0003,대치삼성,84.58,202306,2,"       220,000",8,2000,도곡로78길 22,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,1014-3,1014,0003,대치삼성,97.35,202306,2,"       240,000",8,2000,도곡로78길 22,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,1014-3,1014,0003,대치삼성,59.88,202306,2,"       155,000",16,2000,도곡로78길 22,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,1014-3,1014,0003,대치삼성,97.35,202306,3,"       240,000",4,2000,도곡로78길 22,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,1014-3,1014,0003,대치삼성,59.88,202306,15,"       166,000",20,2000,도곡로78길 22,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,1014-3,1014,0003,대치삼성,84.58,202306,22,"       235,000",9,2000,도곡로78길 22,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,1014-3,1014,0003,대치삼성,84.58,202306,25,"       190,000",1,2000,도곡로78길 22,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,1014-3,1014,0003,대치삼성,59.88,202306,29,"       162,500",2,2000,도곡로78길 22,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,888,0888,0000,대치아이파크,59.96,202306,16,"       203,500",2,2008,선릉로 222,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,63,0063,0000,"대치우성아파트1동,2동,3동,5동,6동,7동",115.59,202306,22,"       270,000",11,1984,영동대로 230,, ,직거래,-
서울특별시 강남구 대치동,63,0063,0000,"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,202306,24,"       240,000",12,1984,영동대로 230,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,974,0974,0000,대치현대,85,202306,17,"       210,500",4,1999,삼성로64길 5,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,974,0974,0000,대치현대,101.6,202306,20,"       227,500",1,1999,삼성로64길 5,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,974,0974,0000,대치현대,59.82,202306,29,"       163,500",22,1999,삼성로64길 5,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,974,0974,0000,대치현대,59.82,202306,29,"       163,500",22,1999,삼성로64길 5,, ,중개거래,"서울 강남구, 인천 연수구"
서울특별시 강남구 대치동,988-4,0988,0004,대치효성,84.91,202306,30,"       185,000",9,1999,삼성로64길 12,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,670,0670,0000,동부센트레빌,145.83,202306,7,"       445,000",27,2005,선릉로 206,, ,중개거래,"경기 성남분당구, 서울 강남구"
서울특별시 강남구 대치동,1027,1027,0000,래미안대치팰리스,91.91,202306,2,"       325,000",26,2015,삼성로51길 35,, ,중개거래,"서울 강남구, 서울 송파구"
서울특별시 강남구 대치동,1027,1027,0000,래미안대치팰리스,114.15,202306,9,"       440,000",25,2015,삼성로51길 37,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,1027,1027,0000,래미안대치팰리스,91.89,202306,9,"       299,500",17,2015,삼성로51길 35,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,1027,1027,0000,래미안대치팰리스,114.14,202306,9,"       441,000",23,2015,삼성로51길 37,,20230727,중개거래,서울 강남구
서울특별시 강남구 대치동,1027,1027,0000,래미안대치팰리스,84.98,202306,18,"       310,000",14,2015,삼성로51길 37,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,1027,1027,0000,래미안대치팰리스,114.15,202306,21,"       445,000",18,2015,삼성로51길 37,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,1027,1027,0000,래미안대치팰리스,94.49,202306,28,"       335,000",18,2015,삼성로51길 37,, ,중개거래,"서울 강남구, 서울 송파구"
서울특별시 강남구 대치동,506,0506,0000,선경1차(1동-7동),117.7,202306,24,"       348,000",6,1983,삼성로 151,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,506,0506,0000,선경2차(8동-12동),84.55,202306,10,"       268,500",3,1985,삼성로 151,,20230724,중개거래,서울 강남구
서울특별시 강남구 대치동,506,0506,0000,선경2차(8동-12동),127.75,202306,10,"       381,000",6,1985,삼성로 151,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,890-49,0890,0049,선릉역대우아이빌(890-49),28.34,202306,12,"        26,000",14,2004,테헤란로64길 9,,20230621,중개거래,서울 강남구
서울특별시 강남구 대치동,316,0316,0000,은마,76.79,202306,2,"       219,000",7,1979,삼성로 212,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,316,0316,0000,은마,84.43,202306,3,"       215,000",1,1979,삼성로 212,, ,직거래,-
서울특별시 강남구 대치동,316,0316,0000,은마,76.79,202306,5,"       220,000",11,1979,삼성로 212,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,316,0316,0000,은마,76.79,202306,6,"       225,000",10,1979,삼성로 212,,20230731,중개거래,서울 강남구
서울특별시 강남구 대치동,316,0316,0000,은마,76.79,202306,7,"       220,000",7,1979,삼성로 212,20230628, ,중개거래,서울 강남구
서울특별시 강남구 대치동,316,0316,0000,은마,76.79,202306,8,"       225,000",12,1979,삼성로 212,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,316,0316,0000,은마,76.79,202306,12,"       223,000",10,1979,삼성로 212,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,316,0316,0000,은마,84.43,202306,13,"       210,000",13,1979,삼성로 212,, ,직거래,-
서울특별시 강남구 대치동,316,0316,0000,은마,84.43,202306,17,"       256,000",8,1979,삼성로 212,,20230717,중개거래,서울 강남구
서울특별시 강남구 대치동,316,0316,0000,은마,76.79,202306,19,"       230,000",10,1979,삼성로 212,, ,중개거래,"서울 강남구, 서울 마포구"
서울특별시 강남구 대치동,316,0316,0000,은마,84.43,202306,19,"       248,000",14,1979,삼성로 212,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,316,0316,0000,은마,76.79,202306,20,"       223,000",5,1979,삼성로 212,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,316,0316,0000,은마,84.43,202306,27,"       210,000",12,1979,삼성로 212,,20230720,직거래,-
서울특별시 강남구 대치동,902,0902,0000,포스코더샵,139.54,202306,7,"       303,000",16,2004,삼성로 417,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,902,0902,0000,포스코더샵,139.54,202306,23,"       308,000",16,2004,삼성로 417,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,511,0511,0000,한보미도맨션1,84.48,202306,6,"       268,000",10,1983,삼성로 150,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,511,0511,0000,한보미도맨션1,128.01,202306,8,"       323,000",1,1983,삼성로 150,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,511,0511,0000,한보미도맨션1,128.01,202306,16,"       290,000",6,1983,삼성로 150,20230718, ,중개거래,서울 강남구
서울특별시 강남구 대치동,511,0511,0000,한보미도맨션1,128.01,202306,23,"       355,000",5,1983,삼성로 150,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,511,0511,0000,한보미도맨션2,84.96,202306,9,"       241,000",1,1985,삼성로 150,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,511,0511,0000,한보미도맨션2,126.33,202306,19,"       326,000",1,1985,삼성로 150,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,511,0511,0000,한보미도맨션2,190.47,202306,21,"       515,000",13,1985,삼성로 150,, ,중개거래,서울 강남구
서울특별시 강남구 대치동,511,0511,0000,한보미도맨션2,126.33,202306,23,"       360,000",12,1985,삼성로 150,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,967,0967,0000,경남,114.96,202306,30,"       200,000",10,2005,논현로 209,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,967,0967,0000,경남,59.76,202306,30,"       153,000",17,2005,논현로 209,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,0467,0006,대림아크로빌,138.657,202306,12,"       260,000",46,1999,언주로30길 13,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,0467,0006,대림아크로빌,130.545,202306,16,"       228,000",32,1999,언주로30길 13,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,0467,0006,대림아크로빌,177.255,202306,19,"       283,000",14,1999,언주로30길 13,, ,중개거래,"경기 수원영통구, 서울 강남구"
서울특별시 강남구 도곡동,467-6,0467,0006,대림아크로빌,130.545,202306,21,"       225,000",21,1999,언주로30길 13,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,0467,0006,대림아크로빌,146.754,202306,26,"       260,000",7,1999,언주로30길 13,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,543-7,0543,0007,도곡1차아이파크,130.259,202306,26,"       250,000",11,2007,도곡로28길 8,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,0527,0000,도곡렉슬,59.9818,202306,3,"       194,000",1,2006,선릉로 221,,20230629,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,0527,0000,도곡렉슬,84.9984,202306,5,"       274,000",7,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,0527,0000,도곡렉슬,134.9023,202306,8,"       395,000",15,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,0527,0000,도곡렉슬,84.9984,202306,15,"       275,000",19,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,0527,0000,도곡렉슬,84.9984,202306,27,"       272,000",20,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,0527,0000,도곡렉슬,84.9984,202306,28,"       268,000",5,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,933,0933,0000,도곡쌍용예가,112.13,202306,6,"       216,000",11,1978,남부순환로363길 30,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,934-10,0934,0010,도곡우성아파트,84.83,202306,29,"       175,000",11,1986,남부순환로363길 49,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,934-10,0934,0010,도곡우성아파트,84.83,202306,29,"       175,000",11,1986,남부순환로363길 49,20230721, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,949-2,0949,0002,도곡푸르지오102동,147.21,202306,26,"       190,000",8,2006,강남대로 272,, ,직거래,-
서울특별시 강남구 도곡동,538-3,0538,0003,래미안도곡카운티,106.39,202306,2,"       343,500",13,2016,도곡로 320,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,963,0963,0000,럭키(963),84.97,202306,22,"       184,000",8,1995,논현로 213,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,963,0963,0000,럭키(963),124.1,202306,28,"       230,000",13,1995,논현로 213,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,91-5,0091,0005,삼성래미안,89.88,202306,29,"       208,000",4,2001,남부순환로 2803,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,869,0869,0000,삼익,104.01,202306,2,"       178,000",7,1983,논현로 218,,20230705,중개거래,서울 강남구
서울특별시 강남구 도곡동,465,0465,0000,우성4,152.74,202306,1,"       358,000",6,1985,언주로 117,, ,중개거래,"서울 강남구, 서울 종로구"
서울특별시 강남구 도곡동,467-24,0467,0024,우성캐릭터199,164.97,202306,14,"       275,000",29,1998,언주로 118,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,965,0965,0000,중명하니빌,30.77,202306,20,"        47,000",8,1997,남부순환로365길 5,,20230720,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,0467,0000,타워팰리스1,164.97,202306,8,"       475,000",39,2002,언주로30길 56,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,0467,0000,타워팰리스1,164.97,202306,20,"       485,000",40,2002,언주로30길 56,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,0467,0000,타워팰리스1,174.67,202306,22,"       540,000",33,2002,언주로30길 56,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,0467,0000,타워팰리스1,84.15,202306,24,"       228,000",32,2002,언주로30길 56,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,0467,0000,타워팰리스1,120.78,202306,25,"       280,000",25,2002,언주로30길 56,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-17,0467,0017,타워팰리스2,162.6,202306,14,"       330,000",3,2003,언주로30길 57,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,164-6,0164,0006,포스코트,209.03,202306,22,"       350,000",3,2002,남부순환로381길 15,, ,중개거래,서울 강남구
서울특별시 강남구 삼성동,189,0189,0000,래미안라클래시,59.99,202306,20,"       249,000",13,2021,삼성로 651,,20230714,중개거래,서울 강남구
서울특별시 강남구 삼성동,17,0017,0000,삼성동롯데아파트,59.4,202306,3,"       153,000",20,2000,학동로 432,, ,중개거래,서울 강남구
서울특별시 강남구 삼성동,17,0017,0000,삼성동롯데아파트,59.4,202306,11,"       147,000",8,2000,학동로 432,, ,중개거래,서울 강남구
서울특별시 강남구 삼성동,16-2,0016,0002,삼성동힐스테이트 1단지,31.402,202306,12,"       104,000",16,2008,학동로68길 29,,20230703,중개거래,서울 강남구
서울특별시 강남구 삼성동,16-2,0016,0002,삼성동힐스테이트 1단지,114.463,202306,19,"       250,000",16,2008,학동로68길 29,, ,직거래,-
서울특별시 강남구 삼성동,16-2,0016,0002,삼성동힐스테이트 1단지,84.349,202306,27,"       256,000",4,2008,학동로68길 29,, ,중개거래,서울 강남구
서울특별시 강남구 삼성동,16-2,0016,0002,삼성동힐스테이트 1단지,84.236,202306,30,"       245,000",10,2008,학동로68길 29,, ,중개거래,서울 강남구
서울특별시 강남구 삼성동,87,0087,0000,아이파크,156.857,202306,22,"       493,000",6,2004,영동대로 640,, ,중개거래,서울 강남구
서울특별시 강남구 세곡동,525,0525,0000,강남데시앙파크,84.95,202306,3,"       117,500",4,2011,헌릉로590길 63,, ,중개거래,서울 강남구
서울특별시 강남구 세곡동,579,0579,0000,강남엘에이치1단지,74.74,202306,5,"       133,000",3,2013,헌릉로571길 20,, ,중개거래,서울 강남구
서울특별시 강남구 세곡동,533,0533,0000,세곡푸르지오,84.84,202306,9,"       135,000",7,2012,자곡로 21,, ,중개거래,서울 강남구
서울특별시 강남구 세곡동,533,0533,0000,세곡푸르지오,59.89,202306,19,"       115,500",15,2012,자곡로 21,, ,중개거래,서울 강남구
서울특별시 강남구 세곡동,533,0533,0000,세곡푸르지오,84.83,202306,29,"       135,000",10,2012,자곡로 21,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,795,0795,0000,강남데시앙포레,59.97,202306,10,"       143,000",4,2014,광평로34길 55,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,795,0795,0000,강남데시앙포레,59.97,202306,11,"       132,000",5,2014,광평로34길 55,, ,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 수서동,746,0746,0000,까치마을,39.6,202306,9,"        89,900",2,1993,광평로19길 10,,20230728,중개거래,서울 강남구
서울특별시 강남구 수서동,746,0746,0000,까치마을,34.44,202306,16,"        82,000",3,1993,광평로19길 10,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,746,0746,0000,까치마을,34.44,202306,17,"        82,000",3,1993,광평로19길 10,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,746,0746,0000,까치마을,49.5,202306,23,"       115,000",10,1993,광평로19길 10,, ,중개거래,서울 서초구
서울특별시 강남구 수서동,746,0746,0000,까치마을,34.44,202306,24,"        82,500",12,1993,광평로19길 10,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,746,0746,0000,까치마을,34.44,202306,26,"        83,000",10,1993,광평로19길 10,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,746,0746,0000,까치마을,34.44,202306,27,"        88,700",4,1993,광평로19길 10,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,746,0746,0000,까치마을,34.44,202306,29,"        82,650",15,1993,광평로19길 10,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,738,0738,0000,동익,84.46,202306,10,"       155,000",7,1993,광평로39길 3,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,747,0747,0000,삼성,84.97,202306,10,"       175,000",15,1997,광평로31길 27,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,747,0747,0000,삼성,59.86,202306,17,"       145,000",7,1997,광평로31길 27,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,747,0747,0000,삼성,84.97,202306,17,"       177,000",14,1997,광평로31길 27,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,747,0747,0000,삼성,84.97,202306,27,"       175,000",10,1997,광평로31길 27,,20230704,중개거래,서울 강남구
서울특별시 강남구 수서동,708,0708,0000,삼익,49.2,202306,14,"       109,500",15,1992,광평로51길 27,20230718, ,중개거래,서울 강남구
서울특별시 강남구 수서동,712,0712,0000,수서한아름,97.63,202306,12,"       173,000",5,1993,광평로51길 22,, ,중개거래,"서울 강남구, 서울 강동구"
서울특별시 강남구 수서동,736,0736,0000,신동아,39.51,202306,6,"        97,700",15,1992,광평로47길 17,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,736,0736,0000,신동아,49.96,202306,11,"       116,500",2,1992,광평로47길 17,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,736,0736,0000,신동아,33.18,202306,17,"        87,000",1,1992,광평로47길 17,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,736,0736,0000,신동아,39.51,202306,24,"        97,000",10,1992,광평로47길 17,, ,중개거래,서울 강남구
서울특별시 강남구 수서동,736,0736,0000,신동아,39.53,202306,24,"        97,000",5,1992,광평로47길 17,, ,중개거래,서울 강남구
서울특별시 강남구 압구정동,414,0414,0000,미성1차,153.36,202306,22,"       440,000",2,1982,압구정로11길 17,, ,중개거래,서울 강남구
서울특별시 강남구 압구정동,397,0397,0000,미성2차,74.4,202306,12,"       263,000",6,1987,압구정로 113,,20230710,중개거래,서울 강남구
서울특별시 강남구 압구정동,433,0433,0000,신현대11차,108.36,202306,2,"       370,000",6,1983,압구정로 151,, ,중개거래,서울 강남구
서울특별시 강남구 압구정동,433,0433,0000,신현대11차,183.41,202306,26,"       630,000",7,1983,압구정로 151,, ,중개거래,서울 강남구
서울특별시 강남구 압구정동,434,0434,0000,신현대12차,155.52,202306,8,"       510,000",13,1982,압구정로 151,20230620, ,중개거래,서울 강남구
서울특별시 강남구 압구정동,434,0434,0000,신현대12차,155.52,202306,8,"       510,000",13,1982,압구정로 151,, ,중개거래,서울 강남구
서울특별시 강남구 압구정동,434,0434,0000,신현대12차,110.82,202306,8,"       360,000",2,1982,압구정로 151,, ,중개거래,서울 강남구
서울특별시 강남구 압구정동,434,0434,0000,신현대12차,110.82,202306,8,"       360,000",2,1982,압구정로 151,20230620, ,중개거래,서울 강남구
서울특별시 강남구 압구정동,434,0434,0000,신현대12차,155.52,202306,16,"       510,000",7,1982,압구정로 151,, ,중개거래,서울 강남구
서울특별시 강남구 압구정동,490,0490,0000,한양1차(영동한양),49.98,202306,19,"       200,000",6,1977,압구정로 321,, ,중개거래,서울 강남구
서울특별시 강남구 압구정동,490,0490,0000,한양1차(영동한양),91.21,202306,20,"       345,000",6,1977,압구정로 321,, ,중개거래,서울 강남구
