id,pub_year,name,organization,degree,org_name,org_organization,thesis_id,title
889756,2019,양희찬,전북대학교,석사,양희찬,전북대학교 대학원,KDMT1201910745,병리학 지식의 신경회로망 학습에 의한 유방암 진단
677165,2016,박주희,연세대학교,석사,박주희,연세대학교 교육대학원,KDMT1201615413,초등학교 초임교사가 인식하는 멘토링 효과가 직무만족도에 미치는 영향 : 서울특별시교육청을 중심으로
1406933,2022,조아정,부경대학교,석사,조아정,부경대학교 대학원,KDMT12022000010197,탄소나노소재의 나노구조제어를 통한 고성능 에너지 저장 소자 응용 연구
485211,2003,김현경,충남대학교,석사,김현경,충남대학교 교육대학원,KDMT1200305676,웹기반의 야외지질학습 프로그램 개발 및 활용
356095,1998,김영자,건국대학교,석사,김영자,建國大學校 敎育大學院,KDMT1199806495,초등학교 아동이 지각한 어머니의 양육태도와 학업성취와의 상관 연구
1128489,2016,이은신,서울교육대학교,석사,이은신,서울교육대학교 교육전문대학원,KDMT1201640248,초등 2학년 통합교과 : 인성중심 음악 활동 지도 방안
868568,2005,안지훈,포항공과대학교,박사,안지훈,포항공과대학교 대학원,KDMT1200510306,나노분말을 이용한 Al2O3-TiO2 플라즈마 용사코팅층의 마모특성연구
359479,2005,김영포,한국항공대학교,석사,김영포,한국항공대학교 대학원,KDMT1200520330,지역관리 방식을 이용한 Mobile IP 네트워크의 Smooth Handoff 성능 향상
1021366,2021,이대은,연세대학교,석사,DaEun Lee,연세대학교 대학원,KDMT12021000047799,OB-awKDE : online memory management biased learning in nonstationary imbalance classification
126585,2016,강애경,제주국제대학교,석사,강애경,제주국제대학교 사회복지임상치료대학원,KDMT1201664080,청소년의 학업 스트레스와 부모-자녀 의사소통이 스마트폰 중독에 미치는 영향
433051,2017,김주영,세종대학교,석사,Joo Young Kim,세종대학교 대학원,KDMT1201746778,Utilization and characterization of vegetable oil oleogels for baked products low in saturated fat
1368341,2012,정지훈,인하대학교,석사,정지훈,인하대학교 대학원,KDMT1201251508,"성장기 청소년의 상체 근력감소지수와 최고악력, 비만도의 관계 [전자자료]"
1043488,2013,이민혁,대구교육대학교,석사,이민혁,대구교육대학교 교육대학원,KDMT1201335205,2008 개정 교육과정에 따른 6학년 초등영어 교재에 나타난 문화 내용 분석
1115335,2003,이우범,광운대학교,석사,이우범,광운대학교 정보통신대학원,KDMT1200366303,Conversion Tracking Monitoring 시스템 설계 및 구현
1322934,2021,정명은,부산대학교,석사,정명은,부산대학교 교육대학원,KDMT12021000040411,창의융합 미술수업을 위한 VR 수업모형
465012,1998,김철완,성균관대학교,석사,金哲完,成均館大學校 敎育大學院,KDMT1199829300,初等學校 英語 敎材·敎具의 活用 方法 硏究
1000188,2015,이경숙,상명대학교,석사,이경숙,상명대학교 대학원,KDMT1201531034,협동 디지털참고서비스의 질문 분석 : 국립중앙도서관의 '사서에게 물어보세요'를 중심으로
472965,2011,김태의,충남대학교,석사,김태의,충남대학교 대학원,KDMT1201107325,Characterization of root endophytic actinobacteria from native herbaceous plants
531385,2016,남지하,한양대학교,석사,남지하,한양대학교 기술경영전문대학원,KDMT1201601740,이동통신 네트워크 인프라 시장에서 기업의 기술전략 고찰 : 에릭슨 & 화웨이 사례 연구
1284090,2010,장지유,아주대학교,석사,장지유,아주대학교 교육대학원,KDMT1201007099,드라마기법을 활용한 Skit학습이 말하기·듣기능력에 미치는 영향 연구
551705,2003,류상희,울산대학교,석사,류상희,울산대학교 대학원,KDMT1200310889,e-Business에서의 효율적인 보안체계 구현 방안
308620,2021,김성미,숙명여자대학교,석사,김성미,숙명여자대학교 교육대학원,KDMT12021000046553,형태초점 의사소통 교수법에 따른 2015 개정 중학교 영어교과서 분석
1172420,2011,이준우,조선대학교,석사,이준우,조선대학교 대학원,KDMT1201126110,The identification of growth factors contained in platelet rich fibrin
845249,2003,신희돈,목포대학교,석사,신희돈,목포대학교 교육대학원,KDMT1200305132,사전 편찬에서의 동음어와 다의어의 구별에 대한 연구 : 용언의 경우
708005,2009,박효영,조선대학교,석사,박효영,조선대학교 교육대학원,KDMT1200934415,한국인 일본어 학습자를 위한 한자교육에 관한 고찰 : 제7차 교육과정의 일본어 교육서 Ⅰ를 중심으로
174565,2004,국미경,경희대학교,석사,국미경,경희대학교 교육대학원,KDMT1200448157,ICT를 활용한 성교육이 초등학교 고학년 아동의 성지식과 태도에 미치는 효과
409214,2020,김정곤,건국대학교,석사,김정곤,건국대학교 예술디자인대학원,KDMT1202047251,소비자 구매 행동 변화에 대응하는 드럭스토어 리뉴얼 전략에 관한 연구 : 올리브영을 중심으로
171782,1999,구용걸,협성대학교,석사,구용걸,協成大學校 經營情報大學院,KDMT1199903944,한국교회의 자원봉사조직 모형개발에 관한 연구
110715,2012,강경민,경북대학교,석사,강경민,경북대학교 대학원,KDMT1201217140,망막중심정맥폐쇄와 동반된 망막동맥폐쇄의 임상양상
554327,1999,류인록,충북대학교,석사,류인록,忠北大學校 敎育大學院,KDMT1199904620,교류분석 프로그램이 초등학생들의 자아개념과 사회성의 변화에 미치는 영향
1502375,2022,최승원,부경대학교,박사,Sungwon Choi,부경대학교 대학원,KDMT12022000010342,Forward and reverse retrieval algorithm between surface temperature and near surface air temperature through deep neural network model
442688,1999,김지영,계명대학교,석사,김지영,啓明大學校 大學院,KDMT1199905979,화훼의 표현에 관한 연구 : 본인의 작품을 중심으로
618936,2005,박석희,부산대학교,석사,박석희,부산대학교 국제대학원,KDMT1200506706,동북아 신지역주의와 도시협력 : 한국의 울산과 중국의 장춘을 중심으로
287141,2016,김보영,한국교원대학교,석사,김보영,한국교원대학교 대학원,KDMT1201605418,자원봉사활동을 통한 성인의 전환학습에 관한 연구 : 장애인 대상 경험을 중심으로
1394588,2009,조문현,숙명여자대학교,석사,조문현,숙명여자대학교 정책·산업대학원,KDMT1200951645,종업원 참여 수준 확대를 통한 제안제도 활성화에 관한 연구
693120,2019,박철웅,영남대학교,박사,박철웅,영남대학교 대학원,KDMT1201932511,국내 에너지 수요 및 환경에 관한 연구 : 도시가스 수요함수 추정 및 환경쿠즈네츠가설 검정
972974,2000,윤선민,계명대학교,석사,윤선민,계명대학교 대학원,KDMT1200039688,한국 가톨릭 미사곡의 변천과 현황
1607955,1998,허영빈,부산대학교,석사,허영빈,釜山大學校 敎育大學院,KDMT1199835797,Wickelgren의 관점에서 본 수학적 문제해결에 관한 연구
1356003,2018,정의범,고려대학교,박사,정의범,고려대학교 대학원,KDMT1201851517,An integrated theory of supply network disruption risk built upon social and Bayesian network analysis
761309,2003,서재홍,영남대학교,석사,서재홍,영남대학교 대학원,KDMT1200370227,AODV에서 유연한 연결성 지원 방법
1444706,2012,지부용,울산대학교,석사,지부용,울산대학교 산업대학원,KDMT1201205851,대장암 환자의 교육 이해도에 따른 교육 요구도 조사
490056,2000,김현의,계명대학교,석사,김현의,계명대학교 교육대학원,KDMT1200038404,발달에 적합한 체육 교육 프로그램이 유아의 지각-운동능력에 미치는 효과
1026594,2005,이동윤,한국과학기술원,박사,이동윤,한국과학기술원,KDMT1200545370,메시기반의 공구경로생성에 관한 연구
490367,2019,김현정,건국대학교,석사,김현정,건국대학교 건축전문대학원,KDMT1201905315,죽은 자에 대한 '관리'와 '애도' 사이 : 우수저류지를 활용한 도시형 마을 추모공원 계획
1604109,2001,허광희,성신여자대학교,석사,허광희,성신여자대학교 교육대학원,KDMT1200109191,한국화 감상을 통한 실기지도 연구 : 중학교 1학년을 중심으로
728915,2008,백금선,경희대학교,석사,백금선,경희대학교 대학원,KDMT1200865604,"스티커 침을 이용한 경혈지압이 항암화학요법을 받는 환자의 오심, 구토, 식욕부진에 미치는 효과"
569686,2007,문수진,단국대학교,석사,문수진,단국대학교 특수교육대학원,KDMT1200714182,음악놀이 프로그램이 정신지체아의 주의집중 신장에 미치는 효과
119796,2017,강보경,한국교통대학교,석사,강보경,한국교통대학교 대학원,KDMT1201711228,여과형 비점오염원 시설의 최적 역세조건 연구
1276982,2010,장유진,계명대학교,석사,장유진,계명대학교 교육대학원,KDMT1201073151,구성주의 관점에 따른 수학 교과서 비교 분석 : 수학Ⅱ 이차곡선 단원 중심으로
712378,2011,방동광,충남대학교,석사,方東光,충남대학교 대학원,KDMT1201107185,한국 언론의 '조선족'담론 변화와 정체성의 정치학
983580,2004,윤종순,영남대학교,석사,윤종순,영남대학교 경영대학원,KDMT1200462477,광고 카피 유형과 표현에 관한 연구
157757,2019,고태훈,부경대학교,박사,고태훈,부경대학교 대학원,KDMT1201904817,Geo-fencing을 이용한 효율적인 선박 해상통신 자동전환 연구
136483,2017,강찬순,서울대학교,박사,강찬순,서울대학교 대학원,KDMT1201762142,A study of microstructures and defects induced by non-uniform lithiation in crystalline silicon for Li ion batteries
1494811,2006,최선미,성신여자대학교,석사,최선미,성신여자대학교 대학원,KDMT1200612097,Zolt?n Kod?ly의 <민요편곡가곡(Magyar N?pzene IX)>에 관한 연구
872277,2011,안희정,명지대학교,석사,안희정,명지대학교 사회교육대학원,KDMT1201178478,진로교육프로그램이 전문계고등학생의 자기효능감과 성취동기에 미치는 영향
808774,2018,송지수,경희대학교,석사,송지수,경희대학교 대학원,KDMT1201921595,재실자요소를 활용한 건물에너지모델의 수동보정 사례연구
816692,2018,신나리,가천대학교,석사,신나리,가천대학교 대학원,KDMT1201918578,노인의 치면세균막 성숙도에 영향을 미치는 요인 : 손 기능을 중심으로
1315049,2012,정광호,동아대학교,석사,정광호,동아대학교 법무대학원,KDMT1201307986,공익사업을 위한 주거용 무허가건축물 취득에 따른 손실보상규정의 개선방안에 관한 연구
1650130,2022,황인자,부경대학교,박사,황인자,부경대학교 대학원,KDMT12022000010347,양자전이 비행시간형 질량분석기를 활용한 미량 다 성분 악취분석 및 원인물질 연구
574567,2000,문중성,서강대학교,석사,문중성,서강대학교 대학원,KDMT1200055224,최고경영자의 가치관이 기업문화를 통해 기업성과에 미치는 영향에 관한 연구 : 중소기업을 중심으로
298794,2005,김석순,목포대학교,석사,김석순,목포대학교 교육대학원,KDMT1200526131,광주지역 고등학교 관악부 운영실태에 대하여
861455,2008,안수완,한양대학교,석사,안수완,한양대학교 공학대학원,KDMT1200859211,AHP(Analytic Hierarchy Process)를 활용한 단지내 교량구조형식 결정방안에 관한 연구
1474137,2022,具本正,성균관대학교,석사,具本正,성균관대학교 유학대학원,KDMT12022000053530,茶山 丁若鏞의 茶文化 認識 硏究
537660,2007,노영우,서강대학교,석사,노영우,서강대학교 영상대학원,KDMT1200720904,박물관 및 미술관 홍보조직 진단 및 발전 방안 제언을 위한 프로젝트 연구 : 우수홍보조직 모델을 중심으로
860578,1999,안성희,중앙대학교,석사,안성희,中央大學校 大學院,KDMT1199942125,IMF에 따른 임차가구의 주택소비 행태분석에 관한 연구 : 서울시 전세가구를 중심으로
904442,2013,오민욱,동의대학교,석사,오민욱,동의대학교 대학원,KDMT1201350063,서사영화에 이식 된 앤디 워홀의 영화 미학 : 구스 반 산트의 '라스트 모멘트 3부작'을 중심으로
1319660,2010,정대성,중앙대학교,석사,정대성,중앙대학교 교육대학원,KDMT1201073728,컴퓨터 음악프로그램을 통한 창작지도법에 대한 연구 : 초등학교 4학년을 중심으로
867202,2018,안주란,안동대학교,석사,안주란,안동대학교 대학원,KDMT1201836376,연령별 표제음악 제목 알아맞히기 능력에 대한 연구 : 경북 지역 학생 중심으로
1596305,2017,한지선,이화여자대학교,석사,한지선,이화여자대학교 교육대학원,KDMT1201720088,의식상승 기법이 한국 성인 학습자의 영어 문법 학습 및 태도에 미치는 영향 : 능격동사 및 중간동사를 중심으로
1126421,2002,이은경,성신여자대학교,석사,이은경,성신여자대학교 대학원,KDMT1200263438,"노인의 죽음불안에 영향을 미치는 성격특성, 내외통제성 및 대처방식"
1259231,2006,장경미,총신대학교,석사,장경미,총신대학교 교육대학원,KDMT1200675891,주 5일 학교수업에 대비한 토요 교회학교 교회 공과 연구 : 문학수업을 중심으로
744456,2002,부소영,경기대학교,박사,부소영,경기대학교 대학원,KDMT1200250567,기획축제의 관광지 이미지에 관한 영향 분석
977389,2013,윤연주,한양대학교,석사,윤연주,한양대학교 대학원,KDMT1201332708,지역 문화콘텐츠산업의 쟁점과 전망 : 광주 아시아문화중심도시 조성사업을 중심으로
603764,2011,박문석,서울대학교,박사,박문석,서울대학교 대학원,KDMT1201156318,GalT 유전자 파괴 생쥐에 돼지 이종골 이식시 alpha-galactosidase 처리를 이용한 alpha-gal 항원의 감소가 골유합에 미치는 영향
343441,2000,김연,이화여자대학교,석사,김연,이화여자대학교 대학원,KDMT1200040383,이전가격세제 연구
645078,2013,박영현,서울대학교,석사,Young Hyun Park,서울대학교 대학원,KDMT1201326996,Study on the manipulation of bone marrow-derived stromal cells for the isolation of mesenchymal stem cells in rats
1323030,2021,정명준,인하대학교,석사,정명준,인하대학교 대학원,KDMT12021000060936,페어링 되지 않는 이미지에서 Global Dilation Block과 Edge Loss를 이용한 안개제거 GAN [전자자료]
161751,2018,공현준,부산대학교,석사,공현준,부산대학교 대학원,KDMT1201804627,MoO₃ 단결정 육성 및 환원시킨 MoO_3-x_ 단결정의 물리적 특성
435022,2008,김주희,건국대학교,석사,김주희,건국대학교 건축전문대학원,KDMT1200834204,전자상거래방식에 대응하는 물리적 공간 제안 : 동대문 의류 인터넷 쇼핑몰을 중심으로
644727,2021,박영채,홍익대학교,석사,박영채,홍익대학교 대학원,KDMT12021000032078,광역버스 환승정류장의 유니버설디자인 가이드라인에 관한 연구
443997,2008,김지예,한남대학교,석사,김지예,한남대학교 교육대학원,KDMT1200853407,각종 역설들에 대한 이해
351978,2000,김영소,서울교육대학교,석사,김영소,서울교육대학교 교육대학원,KDMT1200031989,오류분석을 통한 초등영어 발음지도 연구: 초등학교 5학년 아동을 대상으로
1332041,2016,정선민,서울대학교,박사,정선민,서울대학교 대학원,KDMT1201621075,Study on novel regulators of amyloid beta generation in response to ER stress and hypoxia
1516706,2002,최은경,부산대학교,석사,최은경,부산대학교 대학원,KDMT1200207154,Influence of estrogen and polyamines on mifepristone-induced apoptosis in LNCaP cells
616143,2020,박상준,아주대학교,박사,Sang Jun Park,아주대학교 대학원,KDMT1202042458,Ratiometric two-photon fluorescence probes for carboxylesterase activity and cellular polarity
442571,2015,김지영,경기대학교,석사,김지영,경기대학교 교육대학원,KDMT1201549257,농촌 지역 중학생의 독서실태 분석 : 여주 지역 소규모 중학교를 중심으로
470887,2010,김태엽,성균관대학교,석사,김태엽,성균관대학교 대학원,KDMT1201069582,반도체 라인의 효율적인 계측을 위한 자동 계측 샘플링 방식에 관한 연구
507584,2005,김홍기,공주대학교,석사,김홍기,공주대학교 대학원,KDMT1200503869,고분용 HVAC System의 운전특성 고찰
933438,2022,원명재,아주대학교,석사,원명재,아주대학교 공공정책대학원,KDMT12022000048674,공동주택 분양 시 선택품목(옵션) 결정요인 분석
328966,2021,김수지,서울교육대학교,석사,김수지,서울교육대학교 교육전문대학원,KDMT12021000036418,키워드 추출 자동화에 기반한 정보영재교육 연구패턴 분석
871131,2006,안혜숙,가톨릭대학교,박사,안혜숙,가톨릭대학교 대학원,KDMT1200658643,"Inhibition of the cloned delayed rectifier K+ channels, Kv1.5 and Kv3.1, by Riluzole"
1371414,2014,정찬휘,한국과학기술원,석사,정찬휘,한국과학기술원,KDMT1201466617,반도체 공정에서 시간 제약 하에 병렬 설비를 갖는 연속 배치 공정의 스케줄링 연구
203554,2018,김가은,부경대학교,석사,Gaeun Kim,부경대학교 대학원,KDMT1201806161,Impact of horizontal resolution on summer monsoon precipitation simulation over the Korean Peninsula using two-way nesting method
797982,2000,송명진,인하대학교,석사,송명진,인하대학교 교육대학원,KDMT1200011362,교육방송 프로그램 시청 후 교사의 보충지도가 수학 학습부진아의 학업성취에 미치는 영향
1203772,2013,이해윤,연세대학교,석사,이해윤,연세대학교 대학원,KDMT1201323835,중국의 현행 초등학교 어문교과서의 한자교육 연구
1015575,2006,이기자,건국대학교,석사,이기자,건국대학교 교육대학원,KDMT1200600847,원격교육의 학습 참여도 향상을 위한 학습 성과에 관한 연구
248107,2018,김동욱,한국과학기술원,석사,김동욱,한국과학기술원,KDMT1201924439,복권 성향 주식 선호현상을 활용한 저베타 이상현상 검증
262008,2006,김문철,한국과학기술원,석사,김문철,한국과학기술원,KDMT1200652826,평면유로 층내의 표면 장력에 의한 직렬 단위 셀의 충전과 분리 및 고전압 액체 전해질 미소 전지의 구성에 관한 연구
214373,2013,김경훈,원광대학교,석사,김경훈,원광대학교 교육대학원,KDMT1201362540,볼링장 이용자들의 라이프 스타일과 참여방법이 여가만족에 미치는 영향
890189,1998,어영선,부경대학교,석사,魚瑛善,釜慶大學校 産業大學院,KDMT1199835356,수중불분리콘크리트의 최적 물-시멘트비에 관한 실험적 연구
1394054,2013,조명현,연세대학교,석사,조명현,연세대학교 공학대학원,KDMT1201351581,해외 투자개발사업의 리스크 요인 및 중요도 분석 : 개발도상국 사례를 중심으로
217893,2008,김광순,광운대학교,석사,Kwangsoon Kim,광운대학교 대학원,KDMT1200800793,A Bandwidth tunable baseband analog with DC offset cancellation for DVB-H application
311373,2003,김성용,건국대학교,석사,김성용,건국대학교 부동산대학원,KDMT1200355890,상가건물의 임대수익 제고전략에 관한 연구: 울산광역시 소형상가 임차인들의 요구분석을 중심으로
1025538,2004,이동연,포항공과대학교,석사,이동연,포항공과대학교 대학원,KDMT1200414512,벼의 spikelet meristem과 꽃기관의 identity를 조절하는 SLENDER-NECKED SPIKELET1(SNS1) 연구
137037,1999,강철민,경북대학교,석사,강철민,慶北大學校 大學院,KDMT1199922739,大學校 本館 Facade의 形態的 特性에 관한 硏究
